domain,conversation_id,cluster_id,quality_score,habit_tags_json,sanitized_task_preview
finance,acs-8566f8c4-79b6-430f-8acd-2d7be3b920fe-1,9,0.6456,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I lost my credit card Thank you very much
finance,acs-b2e77455-cf9a-4edc-85be-e255a8d470e0-1,24,0.4019,"[""finance_minimal_pii_secure_verification""]",THANK YOU SO MUCH CASEY NO - 46/52 FARUKK ROAD CH - 64
finance,acs-ba3597f5-5553-4fd0-b2b9-7c8106259863-1,3,0.6156,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I received last month credit card bill. In this bill some extra charges applied. I need to reverse it? Nothing Casey. Thank you once again.
finance,acs-58154d94-1eb5-4488-970a-3cb9e356df3c-1,25,0.5523,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",i need check my account balance ok thank you.very much
finance,acs-10d0cb39-8610-4e1d-8a0b-cf1a5d3646b4-1,6,0.6856,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",But how will you contact me. You didn't asked me for any details ? I wanted to inquire about new lower rates shown in commercial So were you fooling me previously ?
finance,acs-77911571-0654-49dd-945a-3e540d294c5c-1,20,0.5552,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I don't need any more of your help now Check my account balance buddy
finance,acs-8984a080-de47-47b0-94de-e5131c955722-1,1,0.7288,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]","In my last month credit card bill have come error. I need to reverse it? My side over. Have a good day! good bye. This is John, Mary"
finance,acs-77827fcd-8862-4bf3-9501-3fa749223c36-1,2,0.5756,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]","Hello,I need know my account balance yes I connected with u Spencer"
finance,acs-9f05f1a1-b3eb-4d9c-8e2c-69d1e3257563-1,12,0.5815,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I want to check my account balance Thank you very much
finance,acs-cb5eb672-a098-46cb-b9fd-a9f9ed173d05-1,28,0.6004,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",but I didn't asked for balance. I asked to close the account I wanted to close my account close my account
finance,acs-9def0da6-b393-48bc-823e-ebc54537e330-1,25,0.6179,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I want check my account balance Let me know banks routing number Thank you very much
finance,acs-15730d45-9b66-4ea8-9e20-55f34f18ed0d-1,4,0.5062,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I want ur help to transfer money from my account to another From my account [number] to other account [number]
finance,acs-6c71b56b-8acb-43e7-822f-efb8d1f3734d-1,7,0.736,"[""finance_confirm_money_movement"", ""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",hi i would like to check my account balance sure .. i am waiting for your responce no .. u done a good job thanks
finance,acs-793c736b-c25a-4fca-9a3a-ba7cd0898113-1,14,0.6156,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",My credit card bill shows an error Thank you very much Thank you very much
finance,acs-c6747296-f0e8-4aa6-8bdb-0743d24c7077-1,17,0.396,"[""finance_minimal_pii_secure_verification""]",THANK YOU SO MUCH NO - POLARD ROAD CH - 86 THANK YOU CASEY
finance,acs-b3d3af59-7a1e-48ca-bbaa-7dfb30b699d2-1,23,0.5375,"[""finance_minimal_pii_secure_verification""]","Yes. I want one more help,Need to know about company's new lower rates in a commercial 300 BOYLSTON AVE E SEATTLE WA [number] USA Are you connected with me"
finance,acs-721958a4-fb05-48d0-a34d-c35886dc0322-1,26,0.5756,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I WANT CHECK MY ACCOUNT BALANCE HAVE A GREAT DAY WOW THANK YOU
finance,acs-e9031c86-8bd0-43f3-b10c-e1fc6463743f-1,8,0.6981,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",My credit card bill shows an error Thank you very much
finance,acs-c4be3af6-d375-4ca4-9a23-9eb794fbfb5f-1,21,0.415,"[""finance_confirm_money_movement""]",yes i want to know step by step procedure for money transfer i want to know information about money transfer to another i don't know my login id who to get
finance,acs-cbaa138f-df86-4749-a062-20ab58161d16-1,19,0.6098,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",Want one more help ...Need to know about your company's new lower rates in a commercial ok No issues 200 E MAIN ST PHOENIX AZ [number] USA
finance,acs-b4600063-8f59-4acf-bb38-c84de5798d72-1,3,0.7579,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_credit_loan_cautious_no_commitment""]",Sir How much amount of Yearly interest rate to your bank? Sir your answer is very useful and helpful to me. Sir I need educational loan to me.
finance,acs-d2dd0a76-539d-4adb-80ad-2267cb32f89b-1,16,0.5879,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]","Hi i want to transfer money to other account, can you help me? sure, the last four digits of the new account [number], and the amount is $[number] you very gentle person"
finance,acs-41118abb-5aa0-4b17-9d7c-e8d2329c6b21-1,14,0.6646,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I WANT TRANSFER A MONEY TO ANOTHER ACCOUNT I WANT CHECK MY ACCOUNT BALANCE NOW! THANK YOU SO MUCH RORY
finance,acs-6e631441-0e87-4a30-be11-25799a9d506d-1,9,0.701,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first""]","thanks kindly transfer my balance to my another account and close my current account wow thanks for you kind service no spencre that,s all"
finance,acs-0dcccedf-0f8c-4a40-8fa5-925ab8dd4326-1,12,0.4596,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",Thank you for your help Casey
finance,acs-abab6fb3-78bc-418d-8984-d328979b9ee4-1,2,0.4917,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",i need transfer money to other account thank you man.
finance,acs-c0105ae5-d677-4b41-bb10-f6325408f6ca-1,28,0.7346,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation"", ""finance_fee_dispute_evidence_then_case""]",I have the same name as his so I feel good when he does good in match I want to report about my stolen credit card My credit card was last used yesterday at 6:30 pm in an ATM new paharganj where someone stole my credit card
finance,acs-3f8c71ba-8bf6-4984-b53e-ff288fd1e04e-1,22,0.5398,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","288 West Bald Hill Court Vincentown, NJ [number] ok sir.thank you"
finance,acs-64ac2f9d-6106-4f4d-b91b-08ca236a2d7a-1,8,0.3756,"[""finance_credit_loan_cautious_no_commitment""]",i need a full detail for year by year plan i need an education loan OK sir i will meet our nearest bank
finance,acs-64f66877-f6fb-4894-96e9-2ce01e10a4c3-1,24,0.5479,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I WANT TO CHECK MY ACCOUNT BALANCE.. ARE YOU THERE
finance,acs-9a6b5be9-a466-4f49-a618-1cfe07aff74b-1,24,0.6748,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first""]",So what is the account balance in my account now ? Nothing else for now bye OK as you say
finance,acs-263cd60f-9869-44f0-9e90-5878330af209-1,23,0.38,"[""finance_minimal_pii_secure_verification""]",NO-14 DILLA ROAD ARRUGAM-56
finance,acs-7892b75a-4127-42ac-8da8-029d74af21a2-1,17,0.5719,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",why can't you provide information about step by step procedure for money transfer i want to know about information about process of money transfer what are the information required for that any login id
finance,acs-ae580441-6c17-4b05-8128-1fa35479b380-1,28,0.72,"[""finance_confirm_card_account_changes"", ""finance_fee_dispute_evidence_then_case"", ""finance_credit_loan_cautious_no_commitment""]",I need one more help sir. I need your help sir. Educational loan need to me.
finance,acs-beab92dd-1d21-4c83-b396-c0aa181298c9-1,11,0.62,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]","Ohh I am sorry, Can you make the transfer amount to [number]$ Hi I want to transfer money from my account to another can you transfer 500 $"
finance,acs-69903767-0a86-4442-999c-b5ef01025da1-1,15,0.666,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I NEED TO TRANSFER MONEY TO OTHER ACCOUNT I WANT TO CHECK MY BALANCE OK THANK YOU
finance,acs-832be98e-9fd7-409e-8d2e-a596d75f8ee7-1,11,0.4719,"[""finance_minimal_pii_secure_verification""]",Can you help me sir? Thank you so much sir? Because I shift my home!
finance,acs-78fb13f5-dcf7-466f-85ac-b13e67b2c579-1,28,0.5019,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",please transfer my money from account to another account
finance,acs-f4d0fda2-3d9d-4f7d-bceb-81724f215f78-1,9,0.6471,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I would like to check my account balance. Can you help me with that? Oh great! thank you for your help Spencer Nothing else. Thank you
finance,acs-cfa8c22c-911b-43e1-bd53-9331a440c107-1,4,0.8148,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation"", ""finance_fee_dispute_evidence_then_case""]",i want to report an error occurred in my credit card bill which i want to remove can i file a complaint regarding the loss of my credit card can i file a complaint on credit card charges in your bank
finance,acs-0f993ec5-0783-4601-8d2a-f82b2e02fa59-1,21,0.4844,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","661 Nichols St. Cincinnati, OH [number]"
finance,acs-333413e9-dabf-486e-8434-a2d31dd96a32-1,4,0.599,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",ok .Can you transfer [number]$ to [number] this account i need check my account balance
finance,acs-4eb0074e-4b56-4e05-b71a-fc537a71eaca-1,24,0.445,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","9 W. Bank Dr. Winchester, VA [number]"
finance,acs-4446b1eb-df47-41d8-ab3d-8586e5ea2b7d-1,2,0.55,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",TO REPORT SOME ERROR IN MY CREDIT CARD I MADE A PURCHASE $50 BUT THEY SHOWS ME $75 CHARGED AMOUNT IS EXTRAA $25
finance,acs-67f8dbe0-301e-40c7-b1de-4af9961332c0-1,24,0.4304,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","772 Blue Spring St. Youngstown, OH [number]"
finance,acs-f5c85577-fba8-43fb-ac62-eefadf9f4b25-1,17,0.566,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",please help me to block my credit card because my credit card stolen my credit card last
finance,acs-d8ce7057-b876-4310-a0a9-9c3ad89052b5-1,8,0.5865,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",my credit card shows billing error u done a good job y name is rose
finance,acs-3fa17569-16ac-48d4-bbf8-11e00cf2cf42-1,14,0.4698,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","3 Selby St. Marlton, NJ [number]"
finance,acs-9f4f831a-05f0-49eb-848d-cdeb8409475d-1,21,0.6748,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I WANT TO TRANSFER A MONEY TO ANOTHER ACCOUNT I WANT CHECK MY ACCOUNT BALANCE THANK YOU SO MUCH
finance,acs-91dbfb34-6620-4ab7-b963-9c605b6801f3-1,12,0.5012,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","631 Applegate Ave. Spring Hill, FL [number]"
finance,acs-ed1eedee-c19f-455a-8264-e3f79201e671-1,0,0.4281,"[""finance_minimal_pii_secure_verification""]","Hello sir i need a some help xxx street,texas,america no, sir its enough"
finance,acs-68a8d12f-208a-46dc-ba51-92bd378e3ed8-1,0,0.4252,"[""finance_minimal_pii_secure_verification""]",Thank you so much for your help..Now i am very happy! With pleasure..Have a great day! Ajith .A. Banu
finance,acs-b00cb949-1882-4827-bfc0-11c99aab4fc7-1,20,0.5931,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",hai. i need transfer to other account
finance,acs-743f20b8-b5be-4427-b7c0-41e8f1ff307d-1,3,0.3858,"[""finance_minimal_pii_secure_verification""]","Ok sir.thank you very much 821 Lakewood Lane Valley Stream, NY [number]"
finance,acs-dc4acb85-48b6-4d2a-add1-630a6c95bd16-1,7,0.4996,"[""finance_minimal_pii_secure_verification""]",no that should do it for todayy [number] welcome ave n plymouth mn [number] thanks again for that
finance,acs-b67a89f9-779a-4a41-94f9-b3cb8d76bf50-1,16,0.6967,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_credit_loan_cautious_no_commitment""]","i want know new lower rates on commercial 277 East Academy Drive Lemont, IL [number]"
finance,acs-a98ff711-d009-484e-93e2-d7b199d744e5-1,0,0.6325,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I WANT TO CHECK MY ACCOUNT BALANCE TRANSFER MONEY TO ANOTHER ACCOUNT THANK YOU SO MUCH
finance,acs-a1c77a0e-cdba-4b55-aeca-b5f9425d09cc-1,10,0.5931,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",i am requesting to you block my card thanks for your valuable service thank you so much
